source,target,method,metric,observed,ci_lower,ci_upper,ci_contains_zero,bootstrap_positive_fraction,n_source_seeds,n_target_patients,positive_n,negative_n,method_label,source_label,target_label,direction,ci_classification
va_long_beach,hungary,entropy_sfda,delta_balanced_accuracy,-0.1358089120835006,-0.1885437575270975,-0.0844038538739462,False,0.0,10,294,106,188,Entropy SFDA,VA Long Beach,Hungary,VA Long Beach → Hungary,deterioration
va_long_beach,hungary,reliability_gated_sfda,delta_roc_auc,0.0003211561621839,-0.000496913890004,0.0011942994781211,True,0.7846,10,294,106,188,Reliability-gated v1,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,reliability_gated_sfda,brier_improvement,0.0003007434464469,-0.0002542068750737,0.0008739990811828,True,0.8494,10,294,106,188,Reliability-gated v1,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,reliability_gated_sfda,delta_balanced_accuracy,-0.0018617021276595,-0.0081502157767964,0.0033874448012846,True,0.2592,10,294,106,188,Reliability-gated v1,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,conservative_candidate,delta_roc_auc,-0.0003010839020473,-0.0010136491368927,0.0003010839020473,True,0.1732,10,294,106,188,Conservative candidate,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,conservative_candidate,brier_improvement,-4.445704109030113e-05,-0.0003902503172601,0.0003135230302757,True,0.3936,10,294,106,188,Conservative candidate,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,conservative_candidate,delta_balanced_accuracy,-0.0015355279004416,-0.0085106382978723,0.0040510839020473,True,0.334,10,294,106,188,Conservative candidate,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,switzerland,pseudo_label_sfda,delta_roc_auc,0.0,0.0,0.0,True,0.0,10,123,115,8,Pseudo-label SFDA,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,pseudo_label_sfda,brier_improvement,-1.501259713765357e-10,-1.257514437025264e-09,9.36059146514067e-10,True,0.3926,10,123,115,8,Pseudo-label SFDA,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,pseudo_label_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,123,115,8,Pseudo-label SFDA,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,entropy_sfda,delta_roc_auc,0.0053260869565217,-0.003695652173913,0.0155434782608695,True,0.8772,10,123,115,8,Entropy SFDA,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,entropy_sfda,brier_improvement,0.0196542684503906,0.0167752127363878,0.0228241907698593,False,1.0,10,123,115,8,Entropy SFDA,VA Long Beach,Switzerland,VA Long Beach → Switzerland,improvement
va_long_beach,switzerland,entropy_sfda,delta_balanced_accuracy,-0.0580434782608695,-0.1509239130434782,0.0063654891304346,True,0.0474,10,123,115,8,Entropy SFDA,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,reliability_gated_sfda,delta_roc_auc,-0.0003260869565217,-0.0028260869565217,0.0018478260869565,True,0.3424,10,123,115,8,Reliability-gated v1,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,reliability_gated_sfda,brier_improvement,0.0002381757330752,1.995269161647162e-05,0.0005138427427613,False,0.9874,10,123,115,8,Reliability-gated v1,VA Long Beach,Switzerland,VA Long Beach → Switzerland,improvement
va_long_beach,switzerland,reliability_gated_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,123,115,8,Reliability-gated v1,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,conservative_candidate,delta_roc_auc,-0.0004347826086956,-0.002391304347826,0.0008695652173912,True,0.2024,10,123,115,8,Conservative candidate,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,conservative_candidate,brier_improvement,-0.0001491810610034,-0.0003793038858486,0.0001019404053251,True,0.1172,10,123,115,8,Conservative candidate,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,conservative_candidate,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,123,115,8,Conservative candidate,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
cleveland,hungary,dlar_lcl,delta_roc_auc,-0.0004164993978321,-0.0009885588117221,0.0001053793657165,True,0.0608,10,294,106,188,DLAR-LCL port,Cleveland,Hungary,Cleveland → Hungary,inconclusive
cleveland,hungary,dlar_lcl,brier_improvement,0.0006650767413779,2.611722572422072e-05,0.0012956417863272,False,0.9798,10,294,106,188,DLAR-LCL port,Cleveland,Hungary,Cleveland → Hungary,improvement
cleveland,hungary,dlar_lcl,delta_balanced_accuracy,-0.0001455238859895,-0.0034474106784423,0.0027197912484945,True,0.4558,10,294,106,188,DLAR-LCL port,Cleveland,Hungary,Cleveland → Hungary,inconclusive
cleveland,switzerland,dlar_lcl,delta_roc_auc,-0.0016304347826087,-0.0058695652173912,0.0017418478260869,True,0.1654,10,123,115,8,DLAR-LCL port,Cleveland,Switzerland,Cleveland → Switzerland,inconclusive
cleveland,switzerland,dlar_lcl,brier_improvement,-0.0022270153371508,-0.0037017894715329,-0.0009043475745241,False,0.0006,10,123,115,8,DLAR-LCL port,Cleveland,Switzerland,Cleveland → Switzerland,deterioration
cleveland,switzerland,dlar_lcl,delta_balanced_accuracy,0.0036413043478261,-0.0065217391304347,0.034891304347826,True,0.4178,10,123,115,8,DLAR-LCL port,Cleveland,Switzerland,Cleveland → Switzerland,inconclusive
cleveland,va_long_beach,dlar_lcl,delta_roc_auc,0.0002500328990656,-0.000579023555731,0.0010922489801289,True,0.7236,10,200,149,51,DLAR-LCL port,Cleveland,VA Long Beach,Cleveland → VA Long Beach,inconclusive
cleveland,va_long_beach,dlar_lcl,brier_improvement,-0.0009252956642818,-0.0016892853039562,-0.0002025528222239,False,0.004,10,200,149,51,DLAR-LCL port,Cleveland,VA Long Beach,Cleveland → VA Long Beach,deterioration
cleveland,va_long_beach,dlar_lcl,delta_balanced_accuracy,0.0021647585208579,-0.0057836557441768,0.01165942887222,True,0.6734,10,200,149,51,DLAR-LCL port,Cleveland,VA Long Beach,Cleveland → VA Long Beach,inconclusive
hungary,cleveland,dlar_lcl,delta_roc_auc,-9.650815932621404e-05,-0.0005658887524126,0.0003991928408492,True,0.329,10,303,139,164,DLAR-LCL port,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,dlar_lcl,brier_improvement,0.0005680345304662,-6.34720034666918e-05,0.0011592667349301,True,0.9644,10,303,139,164,DLAR-LCL port,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,dlar_lcl,delta_balanced_accuracy,0.0001096683628706,-0.0037374978066327,0.0044262151254605,True,0.5164,10,303,139,164,DLAR-LCL port,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,switzerland,dlar_lcl,delta_roc_auc,0.0001086956521739,-0.0036956521739129,0.0047826086956521,True,0.4512,10,123,115,8,DLAR-LCL port,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,dlar_lcl,brier_improvement,-0.0019900518019275,-0.0037572236624442,-0.0003012927413874,False,0.011,10,123,115,8,DLAR-LCL port,Hungary,Switzerland,Hungary → Switzerland,deterioration
hungary,switzerland,dlar_lcl,delta_balanced_accuracy,-0.0004347826086956,-0.0034782608695651,0.0021739130434782,True,0.2428,10,123,115,8,DLAR-LCL port,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,va_long_beach,dlar_lcl,delta_roc_auc,0.000236873272799,-0.0006974601921305,0.0012633241215949,True,0.6718,10,200,149,51,DLAR-LCL port,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,dlar_lcl,brier_improvement,-0.0021577353820982,-0.0033114102491294,-0.0010819680949322,False,0.0002,10,200,149,51,DLAR-LCL port,Hungary,VA Long Beach,Hungary → VA Long Beach,deterioration
hungary,va_long_beach,dlar_lcl,delta_balanced_accuracy,-0.0006974601921305,-0.0068890643505724,0.0055467824713778,True,0.3462,10,200,149,51,DLAR-LCL port,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
switzerland,cleveland,dlar_lcl,delta_roc_auc,-0.001230479031409,-0.0054988265485173,0.0030578829619232,True,0.2844,10,303,139,164,DLAR-LCL port,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,dlar_lcl,brier_improvement,0.0002450860520762,-0.0003461839075717,0.00083408499783,True,0.79,10,303,139,164,DLAR-LCL port,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,dlar_lcl,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,303,139,164,DLAR-LCL port,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,hungary,dlar_lcl,delta_roc_auc,-0.002576776395022,-0.0077731081894821,0.0022784524287434,True,0.1552,10,294,106,188,DLAR-LCL port,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,dlar_lcl,brier_improvement,0.0002240374003184,-0.0003184175209212,0.0008300402909549,True,0.768,10,294,106,188,DLAR-LCL port,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,dlar_lcl,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,294,106,188,DLAR-LCL port,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,va_long_beach,dlar_lcl,delta_roc_auc,0.0012896433741282,-0.0012106856165284,0.0042900381629161,True,0.8368,10,200,149,51,DLAR-LCL port,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
switzerland,va_long_beach,dlar_lcl,brier_improvement,0.0002553197200804,0.0001001123655726,0.0004303331009033,False,0.9996,10,200,149,51,DLAR-LCL port,Switzerland,VA Long Beach,Switzerland → VA Long Beach,improvement
switzerland,va_long_beach,dlar_lcl,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,200,149,51,DLAR-LCL port,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
va_long_beach,cleveland,dlar_lcl,delta_roc_auc,0.0023161958238287,0.0008905071065098,0.0038867564484997,False,0.9998,10,303,139,164,DLAR-LCL port,VA Long Beach,Cleveland,VA Long Beach → Cleveland,improvement
va_long_beach,cleveland,dlar_lcl,brier_improvement,0.0015039221716369,0.0011220695304116,0.0019636277485569,False,1.0,10,303,139,164,DLAR-LCL port,VA Long Beach,Cleveland,VA Long Beach → Cleveland,improvement
va_long_beach,cleveland,dlar_lcl,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,303,139,164,DLAR-LCL port,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,hungary,dlar_lcl,delta_roc_auc,0.0010287033319951,-0.0004466077880369,0.0025993576876756,True,0.9084,10,294,106,188,DLAR-LCL port,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,dlar_lcl,brier_improvement,0.0016117604030984,0.0012655313942314,0.0020090290732926,False,1.0,10,294,106,188,DLAR-LCL port,VA Long Beach,Hungary,VA Long Beach → Hungary,improvement
va_long_beach,hungary,dlar_lcl,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,294,106,188,DLAR-LCL port,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,switzerland,dlar_lcl,delta_roc_auc,2.220446049250313e-17,-0.0056521739130434,0.0068478260869565,True,0.4726,10,123,115,8,DLAR-LCL port,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
va_long_beach,switzerland,dlar_lcl,brier_improvement,0.0003600600291867,0.0001158793736236,0.0006067935854083,False,0.9982,10,123,115,8,DLAR-LCL port,VA Long Beach,Switzerland,VA Long Beach → Switzerland,improvement
va_long_beach,switzerland,dlar_lcl,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,123,115,8,DLAR-LCL port,VA Long Beach,Switzerland,VA Long Beach → Switzerland,inconclusive
